Identifier,Title,Description,Currency,Amount Applied For,Amount Awarded,Amount Disbursed,Award Date,URL,Planned Dates:Start Date,Planned Dates:End Date,Planned Dates:Duration (months),Recipient Org:Identifier,Recipient Org:Name,Recipient Org:Charity Number,Recipient Org:Company Number,Recipient Org:Street Address,Recipient Org:City,Recipient Org:County,Recipient Org:Country,Recipient Org:Postal Code,Recipient Org:Description,Recipient Org:Web Address,Beneficiary Location:Name,Beneficiary Location:Country Code,Beneficiary Location:Latitude,Beneficiary Location:Longitude,Beneficiary Location:Geographic Code,Beneficiary Location:Geographic Code Type,Funding Org:Identifier,Funding Org:Name,Funding Org:Department,Grant Programme:Code,Grant Programme:Title,Grant Programme:URL,From an open call?,Related Activity,Last modified,Data Source
360G-traffordmbc-VSG20038,Trafford Crisis Fund Grant to Talk Listen Change,"We want to provide counselling to Trafford residents who are experiencing challenges with their relationships, in some way due to the Coronavirus.",GBP,NA,1996,NA,2020-05-07,NA,NA,NA,12,GB-COH-01559314,"TLC: Talk, Listen, Change",0512710,01559314,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG20039,Trafford Crisis Fund Grant to The Counselling and Family Centre,Provide a safety net for local people with mental health issues who are unable to access the right support at the right time anywhere else. We need funding to provide free access to telephone or online counselling to local people on low incomes.,GBP,NA,2000,NA,2020-05-07,NA,NA,NA,12,GB-COH-07003266,The Counselling and Family Centre,1133079,07003266,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG20040,Trafford Crisis Fund Grant to The Hideaway,We want to create a new story and activity pack based around our local community for children,GBP,NA,1933,NA,2020-05-07,NA,NA,NA,12,GB-COH-10778009,The Hideaway,NA,10778009,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG20041,Trafford Crisis Fund Grant to Altrincham and Hale Muslim Association,We want to collaborate with local restaurants and supermarkets to assist with our efforts. We are also seeking donations of food items and other essentials from where available.,GBP,NA,8900,NA,2020-05-19,NA,NA,NA,12,GB-CHC-1101378,Altrincham and Hale Muslim Association,1101378,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG20042,Trafford Crisis Fund Grant to As Salaam Centre,Several projects to support community,GBP,NA,2500,NA,2020-05-19,NA,NA,NA,12,GB-CHC-1124113,As-Salaam Centre,1124113,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG20043,Trafford Crisis Fund Grant to Bridging the Gap,"Provide a proactive service to Trafford residents, particularly those living in North Trafford Wards, who are in need of emergency food parcels as a result of the COVID-19 crisis.",GBP,NA,1500,NA,2020-05-19,NA,NA,NA,12,GB-CHC-1170952,Bridging the Gap,1170952,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG20044,Trafford Crisis Fund Grant to CDI,To offer Phone Counselling for people who are struggling to access mental health services for a variety of reasons made worse by the Covid-19 pandemic,GBP,NA,5000,NA,2020-05-19,NA,NA,NA,12,360G-trafford-cdi,CDI,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG20045,Trafford Crisis Fund Grant to Manchester Ceramics Collective,Clay Play' Supplying simple creative 'make at home' clay based activity kits for people of all ages (both adults and children) that people of all abilities can complete at home. Our project could begin straight away.,GBP,NA,2000,NA,2020-05-19,NA,NA,NA,12,GB-COH-11624085,Manchester Ceramics Collective,NA,11624085,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG20046,Trafford Crisis Fund Grant to Theatre of the Senses,"Our project will deliver video vlogging workshops, which will include drama, yoga, and meditation, in order to help residents and volunteers to limit the spread of Coronavirus in our communities, by making it easier for people who are at high risk, or in poor health, to stay within their homes.",GBP,NA,2209.79,NA,2020-05-19,NA,NA,NA,12,GB-COH-12201647,Theatre of the Senses,NA,12201647,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG20047,Trafford Crisis Fund Grant to Collaborative Women,Senior support worker for weekly sessions,GBP,NA,10050,NA,2020-05-29,NA,NA,NA,12,GB-COH-09085624,Collaborative Women UK CIC,NA,09085624,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG20048,Trafford Crisis Fund Grant to Citizens Advice Trafford,Helpline,GBP,NA,5578.23,NA,2020-06-17,NA,NA,NA,12,GB-COH-05027375,Citizens Advice Trafford,1102003,05027375,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG20049,Trafford Crisis Fund Grant to Gorse Hill Studios,Trafford Crisis Fund Grant to Gorse Hill Studios,GBP,NA,2250,NA,2020-06-17,NA,NA,NA,12,GB-COH-09646545,Gorse Hill Studios,1172118,09646545,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG20050,Trafford Crisis Fund Grant to Trafford Veterans,Project food distribution Providing groceries to elderly residents and veterans who are in isolation.,GBP,NA,1357.98,NA,2020-06-17,NA,NA,NA,12,GB-COH-12727472,Trafford Veterans,NA,12727472,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG20051,Trafford Crisis Fund Grant to Sale Moor Community Partnership,We would like to continue the support that we have been offering to local residents and in some cases beyond that to Stretford and Broomwood.,GBP,NA,5440.42,NA,2020-06-23,NA,NA,NA,12,GB-COH-05465848,Sale Moor Community Partnership,NA,05465848,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG20052,Inclusive Neighbourhood Grant to Alleyway Tidyup,"Sign to make sure that it is essential that the alleyways is free from Rubbish, Dogs waste and must remain tidy for the family to seat outside and for the Children to play out in the clean environment and for everyone.",GBP,NA,500,NA,2020-08-12,NA,NA,NA,12,360G-trafford-alleyway_tidyup,Alleyway Tidyup,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG20053,Inclusive Neighbourhood Grant to Everyone Can,Holding a fundraiser for our charity - Everyone Can,GBP,NA,500,NA,2020-08-12,NA,NA,NA,12,GB-CHC-1053961,Everyone Can,1053961,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG20054,Inclusive Neighbourhood Grant to Friends of John Leigh Park,Create more space for storage and activities on the park,GBP,NA,2000,NA,2020-08-12,NA,NA,NA,12,360G-trafford-friends_of_john_leigh_park,Friends of John Leigh Park,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG20055,Inclusive Neighbourhood Grant to Friends of Lostock Park,Picnic in the Park,GBP,NA,400,NA,2020-08-12,NA,NA,NA,12,360G-trafford-friends_of_lostock_park,Friends of Lostock Park,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG20056,Inclusive Neighbourhood Grant to Friends of Tibetan Kitchen,"Clean-Up West Point, Old Trafford.",GBP,NA,510,NA,2020-08-12,NA,NA,NA,12,GB-COH-12562246,Friends of Tibetan Kitchen,NA,12562246,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG20057,Inclusive Neighbourhood Grant to HAPTON AVENUE RESIDENTS & TENANTS (H.A.R.T.),Longford Pocket Park,GBP,NA,1968.09,NA,2020-08-12,NA,NA,NA,12,360G-trafford-hapton_avenue_residents_and_tenants_hart,Hapton Avenue Residents & Tenants (H.A.R.T.),NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG20058,Inclusive Neighbourhood Grant to Kings Road Table Tennis Club (KRTTC),Run junior table tennis sessions at the weekend aimed mainly at 11-18 yr olds.,GBP,NA,1389,NA,2020-08-12,NA,NA,NA,12,360G-trafford-kings_road_table_tennis_club_krttc,Kings Road Table Tennis Club (KRTTC),NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG20059,Inclusive Neighbourhood Grant to Pulling Together Asian Women's Group,A community arts project using Zoom,GBP,NA,2000,NA,2020-08-12,NA,NA,NA,12,360G-trafford-pulling_together_asian_women's_group,Pulling Together Asian Women's Group,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG20060,Inclusive Neighbourhood Grant to Sale & District Lions Club,Christmas lunch for Senior Citizens December 2020,GBP,NA,500,NA,2020-08-12,NA,NA,NA,12,360G-trafford-sale_and_district_lions_club,Sale & District Lions Club,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG20061,Inclusive Neighbourhood Grant to Save Flixton Greenbelt,Inclusive Neighbourhood Grant to Save Flixton Greenbelt,GBP,NA,1589,NA,2020-08-12,NA,NA,NA,12,360G-trafford-save_flixton_greenbelt,Save Flixton Greenbelt,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG20062,Inclusive Neighbourhood Grant to SKILLZ FC,"Skillz FC wish to launch a free Saturday club for young people aged 5-16 from diverse communities, as soon as circumstances allow",GBP,NA,2000,NA,2020-08-12,NA,NA,NA,12,360G-trafford-skillz_fc,SKILLZ FC,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG20063,Inclusive Neighbourhood Grant to The Hub Community Centre,Altrincham Community Response Hub,GBP,NA,2000,NA,2020-08-12,NA,NA,NA,12,GB-CHC-1130343,The Hub Community Centre,1130343,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG20064,Inclusive Neighbourhood Grant to TimperleyShines2020,#TimperleyShines2020,GBP,NA,500,NA,2020-08-12,NA,NA,NA,12,360G-trafford-timperleyshines2020,TimperleyShines2020,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG20065,Inclusive Neighbourhood Grant to Trafford Community Response - Urmston Hub,Trafford Community Response - Urmston Hub,GBP,NA,2000,NA,2020-08-12,NA,NA,NA,12,360G-trafford-trafford_community_response_-_urmston_hub,Trafford Community Response - Urmston Hub,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG20066,VCSFE Digi Grant to G Force,Elderly & Infirm -Loaning out an ipad (or tablet) and then getting volunteers to show them how to use it to make video calls to their families and friends,GBP,NA,5000,NA,2020-08-31,NA,NA,NA,12,GB-CHC-1110767,G Force,1110767,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Inclusive Economy & Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:10:27Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG20067,VCFSE Digi Grant to Trafford Domestic Abuse Services,Empowering women through digital learning,GBP,NA,4577,NA,2020-08-31,NA,NA,NA,12,GB-CHC-1120983,Trafford Domestic Abuse Services,1120983,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Inclusive Economy & Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:10:27Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG20068,VCFSE Digi Grant to Age UK Trafford,provide older people with a tablet with internet access to enable them to connect in a digital way with the outside world.,GBP,NA,4992.4,NA,2020-08-31,NA,NA,NA,12,GB-COH-05384301,Age UK Trafford,1109047,05384301,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Inclusive Economy & Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:10:27Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG20069,VCFSE Digi Grant to United Response,12 week “Stepping forward” Digital Pathway to Employment,GBP,NA,4717.58,NA,2020-08-31,NA,NA,NA,12,360G-trafford-united_response,United Response,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Inclusive Economy & Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2023-09-04T15:29:37Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG20070,VCFSE Digi Grant to African Caribbean Care Group,African and Caribbean Digital Community Connections,GBP,NA,4646,NA,2020-08-31,NA,NA,NA,12,360G-trafford-african_caribbean_care_group,African Caribbean Care Group,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Inclusive Economy & Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2023-09-04T15:29:37Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG20071,VCFSE Digi Grant to St Johns Centre,St John’s Centre Digital Upgrade,GBP,NA,5000,NA,2020-08-31,NA,NA,NA,12,GB-COH-07597525,St Johns Centre,1146058,07597525,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Inclusive Economy & Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:10:27Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG20072,VCFSE Digi Grant to The Manchester Deaf Centre,"Grow ICT skills, awareness of the life improving activities possible online, confidence and motivation towards betterment through digital means4.",GBP,NA,4771.08,NA,2020-08-31,NA,NA,NA,12,360G-trafford-the_manchester_deaf_centre,The Manchester Deaf Centre,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Inclusive Economy & Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2023-09-04T15:29:37Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG20073,VCFSE Digi Grant to Stretford Children's Theatre,To resume our activities by offering a ‘tri-term’ model from autumn 2020 onwards;- Zoom sessions; and independent sessions,GBP,NA,4980.31,NA,2020-08-31,NA,NA,NA,12,GB-CHC-1175334,Stretford Children's Theatre,1175334,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Inclusive Economy & Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:10:27Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG20074,VCFSE Digi Grant to Homestart,Supplying families in the greatest need with basic technology and data connections,GBP,NA,1000,NA,2020-11-15,NA,NA,NA,12,GB-COH-05578221,Home-Start Trafford and Salford,1115320,05578221,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Inclusive Economy & Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:10:27Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG20075,VCFSE Digi Grant to Pulling Together,Online virtual arts project to reduce isolation in women,GBP,NA,999.87,NA,2020-11-15,NA,NA,NA,12,360G-trafford-pulling_together_asian_womens_group,Pulling Together Asian Women's Group,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Inclusive Economy & Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2023-09-04T15:29:37Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG20076,VCFSE Digi Grant to Dynamic Heights,Free online service to build confidence for interviews and presentation skills,GBP,NA,1000,NA,2020-11-15,NA,NA,NA,12,360G-trafford-dynamic_heights,Dynamic Heights,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Inclusive Economy & Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2023-09-04T15:29:37Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG20077,VCFSE Digi Grant to Cheeky Monkeys,Improve digital inclusion and to provide online activities,GBP,NA,562.48,NA,2020-11-15,NA,NA,NA,12,GB-COH-08313107,4 Cheeky Monkeys CIC,NA,08313107,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Inclusive Economy & Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:10:27Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG20078,VCFSE Digi Grant to Collaborative Women,Enable online support for women in crisis,GBP,NA,809.42,NA,2020-11-15,NA,NA,NA,12,GB-COH-09085624,Collaborative Women UK CIC,NA,09085624,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Inclusive Economy & Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:10:27Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG20079,VCFSE Digi Grant to TUF*C,"Online course for 8-16 year olds to become more digitally savvy, staying safe in social media, signs of a predator and fake news",GBP,NA,1000,NA,2020-11-15,NA,NA,NA,12,360G-trafford-tufc,TUF*C,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Inclusive Economy & Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2023-09-04T15:29:37Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG20080,VCFSE Digi Grant to Theatre of Senses,Brining sessions online to enable members to reduce feeling of social isolation,GBP,NA,998,NA,2020-11-15,NA,NA,NA,12,GB-COH-12201647,Theatre of the Senses CIC,NA,12201647,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Inclusive Economy & Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:10:27Z,https://www.trafford.gov.uk/
360G-traffordmbc-2021VSG1,Voluntary Sector Grant to Friends of Woodstock Park,Set up Friends of Group,GBP,NA,1000,NA,2021-01-31,NA,NA,NA,12,360G-trafford-friends_of_woodstock_park,Friends of Woodstock Park,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Inclusive Economy & Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2023-09-04T15:29:37Z,https://www.trafford.gov.uk/
360G-traffordmbc-2021VSG2,Voluntary Sector Grant to Altrincham Chinese Association,organize 2 discussions to bring together community heroes and influencers to share their achievements and stories with Trafford Chinese Community.,GBP,NA,499,NA,2021-01-31,NA,NA,NA,12,360G-trafford-altrincham_chinese_association,Altrincham Chinese Association,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Inclusive Economy & Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2023-09-04T15:29:37Z,https://www.trafford.gov.uk/
360G-traffordmbc-2021VSG3,Voluntary Sector Grant to Friends of Victoria Park,Easter Egg Hunt,GBP,NA,500,NA,2021-01-31,NA,NA,NA,12,GB-CHC-1179731,Friends of Victoria Park,1179731,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Inclusive Economy & Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2023-09-04T15:29:45Z,https://www.trafford.gov.uk/
360G-traffordmbc-2021VSG4,Voluntary Sector Grant to Drake Music,Music making sessions for disabled adults in Trafford,GBP,NA,2000,NA,2021-01-31,NA,NA,NA,12,360G-trafford-drake_music,Drake Music,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Inclusive Economy & Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2023-09-04T15:29:37Z,https://www.trafford.gov.uk/
360G-traffordmbc-2021VSG5,Voluntary Sector Grant to String of Hearts CIC,Delivery of community showcase events to bring older Trafford residents together through music,GBP,NA,1990,NA,2021-01-31,NA,NA,NA,12,GB-COH-12351342,String of Hearts CIC,NA,12351342,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Inclusive Economy & Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:10:27Z,https://www.trafford.gov.uk/
360G-traffordmbc-2021VSG6,Voluntary Sector Grant to St Johns Centret,Family history project - relating to family and community history through lens of migration,GBP,NA,1699.93,NA,2021-01-31,NA,NA,NA,12,GB-COH-07597525,St John's Centre,1146058,07597525,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Inclusive Economy & Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2023-09-04T15:29:40Z,https://www.trafford.gov.uk/
360G-traffordmbc-2021VSG7,Voluntary Sector Grant to Gorsehill Studios,My World - Monthly youth club session for looked after children,GBP,NA,2000,NA,2021-01-31,NA,NA,NA,12,GB-COH-09646545,Gorse Hill Studios,1172118,09646545,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Inclusive Economy & Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2023-09-04T15:29:47Z,https://www.trafford.gov.uk/
